symbol,side,price,amount,total,cum_sum
BTC-USDT,sell_483,34020.0,0.57,19391.399999999998,8966407.250000002
BTC-USDT,buy_484,33955.0,0.7,23768.5,9170909.850000003
BTC-USDT,sell_484,34030.0,0.62,21098.6,8987505.850000001
BTC-USDT,buy_485,33960.0,0.93,31582.800000000003,9202492.650000004
BTC-USDT,sell_485,34010.0,0.89,30268.9,9017774.750000002
BTC-USDT,buy_486,33950.0,0.87,29536.5,9232029.150000004
BTC-USDT,sell_486,34040.0,0.29,9871.599999999999,9027646.350000001
BTC-USDT,buy_487,33980.0,0.29,9854.199999999999,9241883.350000003
BTC-USDT,sell_487,34030.0,0.72,24501.6,9052147.950000001
BTC-USDT,buy_488,33975.0,0.55,18686.25,9260569.600000003
BTC-USDT,sell_488,34050.0,0.55,18727.5,9070875.450000001
BTC-USDT,buy_489,33955.0,0.33,11205.15,9271774.750000004
BTC-USDT,sell_489,34015.0,0.14,4762.1,9075637.55
BTC-USDT,buy_490,33975.0,0.52,17667.0,9289441.750000004
BTC-USDT,sell_490,34035.0,0.27,9189.45,9084827.0
BTC-USDT,buy_491,33985.0,0.5,16992.5,9306434.250000004
BTC-USDT,sell_491,34015.0,0.99,33674.85,9118501.85
BTC-USDT,buy_492,33990.0,0.35,11896.5,9318330.750000004
BTC-USDT,sell_492,34045.0,0.37,12596.65,9131098.5
BTC-USDT,buy_493,33950.0,0.59,20030.5,9338361.250000004
BTC-USDT,sell_493,34040.0,0.85,28934.0,9160032.5
BTC-USDT,buy_494,33985.0,0.17,5777.450000000001,9344138.700000003
BTC-USDT,sell_494,34050.0,0.76,25878.0,9185910.5
BTC-USDT,buy_495,33960.0,0.93,31582.800000000003,9375721.500000004
BTC-USDT,sell_495,34035.0,0.32,10891.2,9196801.7
BTC-USDT,buy_496,33960.0,0.31,10527.6,9386249.100000003
BTC-USDT,sell_496,34020.0,0.65,22113.0,9218914.7
BTC-USDT,buy_497,33960.0,0.57,19357.199999999997,9405606.300000003
BTC-USDT,sell_497,34010.0,0.88,29928.8,9248843.5
BTC-USDT,buy_498,33990.0,0.76,25832.4,9431438.700000003
BTC-USDT,sell_498,34025.0,0.98,33344.5,9282188.0
BTC-USDT,buy_499,33970.0,0.78,26496.600000000002,9457935.300000003
BTC-USDT,sell_499,34040.0,0.52,17700.8,9299888.8
BTC-USDT,buy_500,33960.0,0.7,23772.0,9481707.300000003
BTC-USDT,sell_500,34035.0,0.14,4764.900000000001,9304653.700000001
BTC-USDT,buy_501,33975.0,0.44,14949.0,9496656.300000003
BTC-USDT,sell_501,34045.0,0.99,33704.55,9338358.250000002
BTC-USDT,buy_502,33950.0,0.84,28518.0,9525174.300000003
BTC-USDT,sell_502,34030.0,0.64,21779.2,9360137.450000001
BTC-USDT,buy_503,33990.0,0.92,31270.800000000003,9556445.100000003
BTC-USDT,sell_503,34010.0,0.36,12243.6,9372381.05
BTC-USDT,buy_504,33975.0,0.46,15628.5,9572073.600000003
BTC-USDT,sell_504,34035.0,0.32,10891.2,9383272.25
BTC-USDT,buy_505,33955.0,0.42,14261.1,9586334.700000003
BTC-USDT,sell_505,34010.0,0.46,15644.6,9398916.85
BTC-USDT,buy_506,33980.0,0.94,31941.199999999997,9618275.900000002
BTC-USDT,sell_506,34015.0,0.64,21769.600000000002,9420686.45
BTC-USDT,buy_507,33950.0,0.22,7469.0,9625744.900000002
BTC-USDT,sell_507,34045.0,0.13,4425.85,9425112.299999999
BTC-USDT,buy_508,33985.0,0.7,23789.5,9649534.400000002
BTC-USDT,sell_508,34045.0,0.29,9873.05,9434985.35
BTC-USDT,buy_509,33985.0,0.69,23449.649999999998,9672984.050000003
BTC-USDT,sell_509,34010.0,0.81,27548.100000000002,9462533.45
BTC-USDT,buy_510,33955.0,0.6,20373.0,9693357.050000003
BTC-USDT,sell_510,34050.0,0.78,26559.0,9489092.45
BTC-USDT,buy_511,33950.0,0.29,9845.5,9703202.550000003
BTC-USDT,sell_511,34030.0,0.66,22459.8,9511552.25
BTC-USDT,buy_512,33960.0,0.81,27507.600000000002,9730710.150000002
BTC-USDT,sell_512,34050.0,0.27,9193.5,9520745.75
BTC-USDT,buy_513,33950.0,0.59,20030.5,9750740.650000002
BTC-USDT,sell_513,34025.0,0.26,8846.5,9529592.25
BTC-USDT,buy_514,33970.0,0.15,5095.5,9755836.150000002
BTC-USDT,sell_514,34040.0,0.91,30976.4,9560568.65
BTC-USDT,buy_515,33950.0,0.5,16975.0,9772811.150000002
BTC-USDT,sell_515,34030.0,0.98,33349.4,9593918.05
BTC-USDT,buy_516,33985.0,0.61,20730.85,9793542.000000002
BTC-USDT,sell_516,34050.0,0.93,31666.5,9625584.55
BTC-USDT,buy_517,33960.0,0.39,13244.4,9806786.400000002
BTC-USDT,sell_517,34030.0,0.62,21098.6,9646683.15
BTC-USDT,buy_518,33980.0,0.64,21747.2,9828533.600000001
BTC-USDT,sell_518,34035.0,0.29,9870.15,9656553.3
BTC-USDT,buy_519,33975.0,0.59,20045.25,9848578.850000001
BTC-USDT,sell_519,34030.0,0.53,18035.9,9674589.200000001
BTC-USDT,buy_520,33970.0,0.4,13588.0,9862166.850000001
BTC-USDT,sell_520,34035.0,0.57,19399.949999999997,9693989.15
BTC-USDT,buy_521,33990.0,0.17,5778.3,9867945.150000002
BTC-USDT,sell_521,34030.0,0.15,5104.5,9699093.65
BTC-USDT,buy_522,33970.0,0.8,27176.0,9895121.150000002
BTC-USDT,sell_522,34020.0,0.12,4082.3999999999996,9703176.05
BTC-USDT,buy_523,33950.0,0.44,14938.0,9910059.150000002
BTC-USDT,sell_523,34035.0,0.31,10550.85,9713726.9
BTC-USDT,buy_524,33980.0,0.23,7815.400000000001,9917874.550000003
BTC-USDT,sell_524,34025.0,0.46,15651.5,9729378.4
BTC-USDT,buy_525,33955.0,0.17,5772.35,9923646.900000002
BTC-USDT,sell_525,34010.0,0.94,31969.399999999998,9761347.8
BTC-USDT,buy_526,33950.0,0.51,17314.5,9940961.400000002
BTC-USDT,sell_526,34030.0,0.35,11910.5,9773258.3
BTC-USDT,buy_527,33970.0,0.6,20382.0,9961343.400000002
BTC-USDT,sell_527,34020.0,0.37,12587.4,9785845.700000001
BTC-USDT,buy_528,33990.0,0.99,33650.1,9994993.500000002
BTC-USDT,sell_528,34035.0,0.54,18378.9,9804224.600000001
BTC-USDT,buy_529,33990.0,0.59,20054.1,1.0015047600000001E7
BTC-USDT,sell_529,34010.0,0.51,17345.1,9821569.700000001
BTC-USDT,buy_530,33960.0,0.19,6452.4,1.0021500000000002E7
BTC-USDT,sell_530,34020.0,0.69,23473.8,9845043.500000002
BTC-USDT,buy_531,33960.0,0.97,32941.2,1.0054441200000001E7
BTC-USDT,sell_531,34020.0,0.46,15649.2,9860692.700000001
BTC-USDT,buy_532,33990.0,0.61,20733.899999999998,1.0075175100000001E7
BTC-USDT,sell_532,34050.0,0.94,32007.0,9892699.700000001
BTC-USDT,buy_533,33975.0,0.54,18346.5,1.0093521600000001E7
BTC-USDT,sell_533,34020.0,0.75,25515.0,9918214.700000001
BTC-USDT,buy_534,33985.0,0.27,9175.95,1.010269755E7
BTC-USDT,sell_534,34015.0,0.56,19048.4,9937263.100000001
BTC-USDT,buy_535,33990.0,0.45,15295.5,1.011799305E7
BTC-USDT,sell_535,34045.0,0.71,24171.949999999997,9961435.05
BTC-USDT,buy_536,33960.0,0.53,17998.8,1.0135991850000001E7
BTC-USDT,sell_536,34010.0,0.1,3401.0,9964836.05
BTC-USDT,buy_537,33950.0,0.59,20030.5,1.0156022350000001E7
BTC-USDT,sell_537,34030.0,0.73,24841.899999999998,9989677.950000001
BTC-USDT,buy_538,33970.0,0.88,29893.6,1.0185915950000001E7
BTC-USDT,sell_538,34020.0,0.97,32999.4,1.0022677350000001E7
BTC-USDT,buy_539,33950.0,0.68,23086.0,1.0209001950000001E7
BTC-USDT,sell_539,34015.0,0.41,13946.15,1.0036623500000002E7
BTC-USDT,buy_540,33955.0,0.39,13242.45,1.02222444E7
BTC-USDT,sell_540,34015.0,0.88,29933.2,1.0066556700000001E7
BTC-USDT,buy_541,33975.0,0.21,7134.75,1.022937915E7
BTC-USDT,sell_541,34030.0,0.19,6465.7,1.00730224E7
BTC-USDT,buy_542,33975.0,0.61,20724.75,1.02501039E7
BTC-USDT,sell_542,34045.0,0.93,31661.850000000002,1.010468425E7
BTC-USDT,buy_543,33950.0,0.56,19012.0,1.02691159E7
BTC-USDT,sell_543,34010.0,0.69,23466.899999999998,1.012815115E7
BTC-USDT,buy_544,33990.0,0.56,19034.4,1.02881503E7
BTC-USDT,sell_544,34015.0,0.62,21089.3,1.0149240450000001E7
BTC-USDT,buy_545,33990.0,0.29,9857.099999999999,1.02980074E7
BTC-USDT,sell_545,34045.0,0.37,12596.65,1.0161837100000001E7
BTC-USDT,buy_546,33965.0,0.84,28530.6,1.0326538E7
BTC-USDT,sell_546,34030.0,0.21,7146.3,1.0168983400000002E7
BTC-USDT,buy_547,33980.0,0.62,21067.6,1.03476056E7
BTC-USDT,sell_547,34045.0,0.73,24852.85,1.0193836250000002E7
BTC-USDT,buy_548,33950.0,0.57,19351.5,1.03669571E7
BTC-USDT,sell_548,34015.0,0.79,26871.850000000002,1.0220708100000001E7
BTC-USDT,buy_549,33965.0,0.79,26832.350000000002,1.039378945E7
BTC-USDT,sell_549,34015.0,0.97,32994.549999999996,1.0253702650000002E7
BTC-USDT,buy_550,33955.0,0.2,6791.0,1.040058045E7
BTC-USDT,sell_550,34040.0,0.45,15318.0,1.0269020650000002E7
BTC-USDT,buy_551,33970.0,0.2,6794.0,1.040737445E7
BTC-USDT,sell_551,34020.0,0.11,3742.2,1.0272762850000001E7
BTC-USDT,buy_552,33980.0,0.92,31261.600000000002,1.0438636049999999E7
BTC-USDT,sell_552,34030.0,0.74,25182.2,1.029794505E7
BTC-USDT,buy_553,33965.0,0.18,6113.7,1.0444749749999998E7
BTC-USDT,sell_553,34010.0,0.57,19385.699999999997,1.031733075E7
BTC-USDT,buy_554,33970.0,0.19,6454.3,1.0451204049999999E7
BTC-USDT,sell_554,34050.0,0.91,30985.5,1.034831625E7
BTC-USDT,buy_555,33955.0,0.33,11205.15,1.04624092E7
BTC-USDT,sell_555,34045.0,0.54,18384.300000000003,1.036670055E7
BTC-USDT,buy_556,33950.0,0.33,11203.5,1.04736127E7
BTC-USDT,sell_556,34045.0,0.35,11915.75,1.03786163E7
BTC-USDT,buy_557,33975.0,0.13,4416.75,1.047802945E7
BTC-USDT,sell_557,34025.0,0.6,20415.0,1.03990313E7
BTC-USDT,buy_558,33985.0,0.94,31945.899999999998,1.050997535E7
BTC-USDT,sell_558,34025.0,0.91,30962.75,1.042999405E7
BTC-USDT,buy_559,33970.0,0.73,24798.1,1.053477345E7
BTC-USDT,sell_559,34010.0,0.89,30268.9,1.0460262950000001E7
BTC-USDT,buy_560,33975.0,0.78,26500.5,1.056127395E7
BTC-USDT,sell_560,34045.0,0.33,11234.85,1.04714978E7
BTC-USDT,buy_561,33955.0,0.74,25126.7,1.0586400649999999E7
BTC-USDT,sell_561,34025.0,0.83,28240.75,1.049973855E7
BTC-USDT,buy_562,33970.0,0.24,8152.799999999999,1.059455345E7
BTC-USDT,sell_562,34040.0,0.23,7829.200000000001,1.050756775E7
BTC-USDT,buy_563,33960.0,0.25,8490.0,1.060304345E7
BTC-USDT,sell_563,34045.0,0.89,30300.05,1.05378678E7
BTC-USDT,buy_564,33960.0,0.62,21055.2,1.0624098649999999E7
BTC-USDT,sell_564,34035.0,0.69,23484.149999999998,1.0561351950000001E7
BTC-USDT,buy_565,33965.0,0.33,11208.45,1.0635307099999998E7
BTC-USDT,sell_565,34050.0,0.49,16684.5,1.0578036450000001E7
BTC-USDT,buy_566,33950.0,0.3,10185.0,1.0645492099999998E7
BTC-USDT,sell_566,34045.0,0.18,6128.099999999999,1.058416455E7
BTC-USDT,buy_567,33955.0,0.19,6451.45,1.0651943549999997E7
BTC-USDT,sell_567,34030.0,0.41,13952.3,1.0598116850000001E7
BTC-USDT,buy_568,33950.0,0.92,31234.0,1.0683177549999997E7
BTC-USDT,sell_568,34035.0,0.78,26547.3,1.0624664150000002E7
BTC-USDT,buy_569,33955.0,0.96,32596.8,1.0715774349999998E7
BTC-USDT,sell_569,34040.0,0.81,27572.4,1.0652236550000003E7
BTC-USDT,buy_570,33975.0,0.54,18346.5,1.0734120849999998E7
BTC-USDT,sell_570,34040.0,0.54,18381.600000000002,1.0670618150000002E7
BTC-USDT,buy_571,33955.0,0.59,20033.45,1.0754154299999997E7
BTC-USDT,sell_571,34050.0,0.76,25878.0,1.0696496150000002E7
BTC-USDT,buy_572,33955.0,0.43,14600.65,1.0768754949999997E7
BTC-USDT,sell_572,34010.0,0.92,31289.2,1.0727785350000001E7
BTC-USDT,buy_573,33970.0,0.74,25137.8,1.0793892749999998E7
BTC-USDT,sell_573,34015.0,0.33,11224.95,1.07390103E7
BTC-USDT,buy_574,33980.0,0.55,18689.0,1.0812581749999998E7
BTC-USDT,sell_574,34035.0,0.59,20080.649999999998,1.0759090950000001E7
BTC-USDT,buy_575,33955.0,0.23,7809.650000000001,1.0820391399999999E7
BTC-USDT,sell_575,34050.0,0.54,18387.0,1.0777477950000001E7
BTC-USDT,buy_576,33950.0,0.49,16635.5,1.0837026899999999E7
BTC-USDT,sell_576,34040.0,0.98,33359.2,1.081083715E7
BTC-USDT,buy_577,33985.0,0.1,3398.5,1.0840425399999999E7
BTC-USDT,sell_577,34025.0,0.3,10207.5,1.082104465E7
BTC-USDT,buy_578,33965.0,0.31,10529.15,1.0850954549999999E7
BTC-USDT,sell_578,34010.0,0.28,9522.800000000001,1.0830567450000001E7
BTC-USDT,buy_579,33965.0,0.97,32946.049999999996,1.08839006E7
BTC-USDT,sell_579,34045.0,0.69,23491.05,1.0854058500000002E7
BTC-USDT,buy_580,33965.0,0.28,9510.2,1.0893410799999999E7
BTC-USDT,sell_580,34020.0,0.59,20071.8,1.0874130300000003E7
BTC-USDT,buy_581,33955.0,0.76,25805.8,1.09192166E7
BTC-USDT,sell_581,34010.0,0.37,12583.7,1.0886714000000002E7
BTC-USDT,buy_582,33965.0,0.77,26153.05,1.094536965E7
BTC-USDT,sell_582,34020.0,0.11,3742.2,1.0890456200000001E7
BTC-USDT,buy_583,33970.0,0.12,4076.3999999999996,1.094944605E7
BTC-USDT,sell_583,34035.0,0.87,29610.45,1.092006665E7
BTC-USDT,buy_584,33960.0,0.47,15961.199999999999,1.096540725E7
BTC-USDT,sell_584,34045.0,0.59,20086.55,1.0940153200000001E7
BTC-USDT,buy_585,33970.0,0.36,12229.199999999999,1.097763645E7
BTC-USDT,sell_585,34030.0,0.33,11229.9,1.0951383100000001E7
BTC-USDT,buy_586,33970.0,1.0,33970.0,1.101160645E7
BTC-USDT,sell_586,34050.0,0.92,31326.0,1.0982709100000001E7
BTC-USDT,buy_587,33980.0,0.85,28883.0,1.104048945E7
BTC-USDT,sell_587,34030.0,0.73,24841.899999999998,1.1007551000000002E7
BTC-USDT,buy_588,33990.0,0.8,27192.0,1.106768145E7
BTC-USDT,sell_588,34035.0,0.68,23143.800000000003,1.1030694800000003E7
BTC-USDT,buy_589,33960.0,0.74,25130.4,1.109281185E7
BTC-USDT,sell_589,34010.0,0.63,21426.3,1.1052121100000003E7
BTC-USDT,buy_590,33975.0,0.21,7134.75,1.10999466E7
BTC-USDT,sell_590,34015.0,0.54,18368.100000000002,1.1070489200000003E7
BTC-USDT,buy_591,33985.0,0.43,14613.55,1.111456015E7
BTC-USDT,sell_591,34030.0,0.79,26883.7,1.1097372900000002E7
BTC-USDT,buy_592,33975.0,0.3,10192.5,1.112475265E7
BTC-USDT,sell_592,34035.0,0.44,14975.4,1.1112348300000003E7
BTC-USDT,buy_593,33955.0,0.36,12223.8,1.1136976450000001E7
BTC-USDT,sell_593,34020.0,0.5,17010.0,1.1129358300000003E7
BTC-USDT,buy_594,33985.0,0.53,18012.05,1.1154988500000002E7
BTC-USDT,sell_594,34035.0,0.78,26547.3,1.1155905600000003E7
BTC-USDT,buy_595,33980.0,0.49,16650.2,1.1171638700000001E7
BTC-USDT,sell_595,34025.0,0.34,11568.5,1.1167474100000003E7
BTC-USDT,buy_596,33990.0,0.39,13256.1,1.11848948E7
BTC-USDT,sell_596,34010.0,0.76,25847.6,1.1193321700000003E7
BTC-USDT,buy_597,33960.0,0.53,17998.8,1.1202893600000001E7
BTC-USDT,sell_597,34025.0,0.8,27220.0,1.1220541700000003E7
BTC-USDT,buy_598,33975.0,0.8,27180.0,1.1230073600000001E7
BTC-USDT,sell_598,34015.0,0.54,18368.100000000002,1.1238909800000003E7
BTC-USDT,buy_599,33985.0,0.6,20391.0,1.1250464600000001E7
BTC-USDT,sell_599,34015.0,0.64,21769.600000000002,1.1260679400000002E7
BTC-USDT,buy_600,33975.0,0.81,27519.75,1.1277984350000001E7
BTC-USDT,sell_600,34040.0,0.11,3744.4,1.1264423800000003E7
BTC-USDT,buy_601,33990.0,0.51,17334.9,1.1295319250000002E7
BTC-USDT,sell_601,34035.0,0.46,15656.1,1.1280079900000002E7
BTC-USDT,buy_602,33985.0,0.8,27188.0,1.1322507250000002E7
BTC-USDT,sell_602,34015.0,0.68,23130.2,1.1303210100000001E7
BTC-USDT,buy_603,33955.0,0.2,6791.0,1.1329298250000002E7
BTC-USDT,sell_603,34040.0,0.61,20764.399999999998,1.1323974500000002E7
BTC-USDT,buy_604,33980.0,0.91,30921.8,1.1360220050000003E7
BTC-USDT,sell_604,34010.0,0.92,31289.2,1.1355263700000001E7
BTC-USDT,buy_605,33980.0,0.95,32281.0,1.1392501050000003E7
BTC-USDT,sell_605,34030.0,0.78,26543.4,1.1381807100000001E7
BTC-USDT,buy_606,33980.0,0.64,21747.2,1.1414248250000002E7
BTC-USDT,sell_606,34025.0,0.25,8506.25,1.1390313350000001E7
BTC-USDT,buy_607,33980.0,0.16,5436.8,1.1419685050000003E7
BTC-USDT,sell_607,34050.0,0.29,9874.5,1.1400187850000001E7
BTC-USDT,buy_608,33980.0,0.12,4077.6,1.1423762650000002E7
BTC-USDT,sell_608,34040.0,0.98,33359.2,1.143354705E7
BTC-USDT,buy_609,33970.0,0.29,9851.3,1.1433613950000003E7
BTC-USDT,sell_609,34045.0,0.82,27916.899999999998,1.1461463950000001E7
BTC-USDT,buy_610,33960.0,0.33,11206.800000000001,1.1444820750000004E7
BTC-USDT,sell_610,34035.0,0.44,14975.4,1.1476439350000001E7
BTC-USDT,buy_611,33990.0,0.35,11896.5,1.1456717250000004E7
BTC-USDT,sell_611,34015.0,0.51,17347.65,1.1493787000000002E7
BTC-USDT,buy_612,33985.0,0.95,32285.75,1.1489003000000004E7
BTC-USDT,sell_612,34030.0,0.24,8167.2,1.1501954200000001E7
BTC-USDT,buy_613,33975.0,0.4,13590.0,1.1502593000000004E7
BTC-USDT,sell_613,34010.0,0.36,12243.6,1.15141978E7
BTC-USDT,buy_614,33975.0,0.74,25141.5,1.1527734500000004E7
BTC-USDT,sell_614,34040.0,0.29,9871.599999999999,1.15240694E7
BTC-USDT,buy_615,33965.0,0.55,18680.75,1.1546415250000004E7
BTC-USDT,sell_615,34010.0,0.7,23807.0,1.15478764E7
BTC-USDT,buy_616,33985.0,0.62,21070.7,1.1567485950000003E7
BTC-USDT,sell_616,34010.0,0.16,5441.6,1.1553318E7
BTC-USDT,buy_617,33965.0,0.9,30568.5,1.1598054450000003E7
BTC-USDT,sell_617,34050.0,0.2,6810.0,1.1560128E7
BTC-USDT,buy_618,33985.0,0.55,18691.75,1.1616746200000003E7
BTC-USDT,sell_618,34045.0,0.66,22469.7,1.15825977E7
BTC-USDT,buy_619,33965.0,0.51,17322.15,1.1634068350000003E7
BTC-USDT,sell_619,34030.0,0.21,7146.3,1.1589744E7
BTC-USDT,buy_620,33970.0,0.81,27515.7,1.1661584050000003E7
BTC-USDT,sell_620,34040.0,0.48,16339.199999999999,1.16060832E7
BTC-USDT,buy_621,33990.0,0.42,14275.8,1.1675859850000003E7
BTC-USDT,sell_621,34025.0,0.37,12589.25,1.161867245E7
BTC-USDT,buy_622,33955.0,0.79,26824.45,1.1702684300000003E7
BTC-USDT,sell_622,34035.0,0.2,6807.0,1.162547945E7
BTC-USDT,buy_623,33985.0,0.13,4418.05,1.1707102350000003E7
BTC-USDT,sell_623,34045.0,0.65,22129.25,1.16476087E7
BTC-USDT,buy_624,33955.0,0.61,20712.55,1.1727814900000004E7
BTC-USDT,sell_624,34045.0,0.69,23491.05,1.167109975E7
BTC-USDT,buy_625,33965.0,0.64,21737.600000000002,1.1749552500000004E7
BTC-USDT,sell_625,34025.0,0.45,15311.25,1.1686411E7
BTC-USDT,buy_626,33975.0,0.29,9852.75,1.1759405250000004E7
BTC-USDT,sell_626,34020.0,0.64,21772.8,1.17081838E7
BTC-USDT,buy_627,33955.0,1.0,33955.0,1.1793360250000004E7
BTC-USDT,sell_627,34030.0,0.56,19056.800000000003,1.1727240600000001E7
BTC-USDT,buy_628,33970.0,0.39,13248.300000000001,1.1806608550000004E7
BTC-USDT,sell_628,34025.0,0.37,12589.25,1.1739829850000001E7
BTC-USDT,buy_629,33955.0,0.22,7470.1,1.1814078650000004E7
BTC-USDT,sell_629,34040.0,0.18,6127.2,1.174595705E7
BTC-USDT,buy_630,33950.0,0.21,7129.5,1.1821208150000004E7
BTC-USDT,sell_630,34040.0,0.38,12935.2,1.175889225E7
BTC-USDT,buy_631,33970.0,0.15,5095.5,1.1826303650000004E7
BTC-USDT,sell_631,34020.0,0.89,30277.8,1.178917005E7
BTC-USDT,buy_632,33990.0,0.11,3738.9,1.1830042550000004E7
BTC-USDT,sell_632,34025.0,0.79,26879.75,1.18160498E7
BTC-USDT,buy_633,33990.0,0.99,33650.1,1.1863692650000004E7
BTC-USDT,sell_633,34040.0,0.29,9871.599999999999,1.18259214E7
BTC-USDT,buy_634,33960.0,0.77,26149.2,1.1889841850000003E7
BTC-USDT,sell_634,34030.0,0.86,29265.8,1.1855187200000001E7
BTC-USDT,buy_635,33975.0,0.52,17667.0,1.1907508850000003E7
BTC-USDT,sell_635,34050.0,0.91,30985.5,1.1886172700000001E7
BTC-USDT,buy_636,33955.0,0.19,6451.45,1.1913960300000003E7
BTC-USDT,sell_636,34040.0,0.28,9531.2,1.18957039E7
BTC-USDT,buy_637,33990.0,0.78,26512.2,1.1940472500000002E7
BTC-USDT,sell_637,34050.0,0.73,24856.5,1.19205604E7
BTC-USDT,buy_638,33950.0,0.17,5771.5,1.1946244000000002E7
BTC-USDT,sell_638,34020.0,0.49,16669.8,1.1937230200000001E7
BTC-USDT,buy_639,33985.0,0.2,6797.0,1.1953041000000002E7
BTC-USDT,sell_639,34040.0,0.95,32338.0,1.1969568200000001E7
BTC-USDT,buy_640,33965.0,0.81,27511.65,1.1980552650000002E7
BTC-USDT,sell_640,34045.0,0.24,8170.799999999999,1.1977739000000002E7
BTC-USDT,buy_641,33960.0,0.85,28866.0,1.2009418650000002E7
BTC-USDT,sell_641,34020.0,0.38,12927.6,1.1990666600000001E7
BTC-USDT,buy_642,33975.0,0.17,5775.75,1.2015194400000002E7
BTC-USDT,sell_642,34040.0,0.86,29274.399999999998,1.2019941000000002E7
BTC-USDT,buy_643,33990.0,0.21,7137.9,1.2022332300000003E7
BTC-USDT,sell_643,34030.0,0.35,11910.5,1.2031851500000002E7
BTC-USDT,buy_644,33950.0,0.56,19012.0,1.2041344300000003E7
BTC-USDT,sell_644,34020.0,0.19,6463.8,1.2038315300000003E7
BTC-USDT,buy_645,33960.0,0.92,31243.2,1.2072587500000002E7
BTC-USDT,sell_645,34035.0,0.83,28249.05,1.2066564350000003E7
BTC-USDT,buy_646,33955.0,0.48,16298.4,1.2088885900000002E7
BTC-USDT,sell_646,34045.0,1.0,34045.0,1.2100609350000003E7
BTC-USDT,buy_647,33985.0,0.56,19031.600000000002,1.2107917500000002E7
BTC-USDT,sell_647,34020.0,0.5,17010.0,1.2117619350000003E7
BTC-USDT,buy_648,33950.0,0.61,20709.5,1.2128627000000002E7
BTC-USDT,sell_648,34010.0,0.52,17685.2,1.2135304550000003E7
BTC-USDT,buy_649,33955.0,0.85,28861.75,1.2157488750000002E7
BTC-USDT,sell_649,34040.0,0.77,26210.8,1.2161515350000003E7
BTC-USDT,buy_650,33955.0,0.36,12223.8,1.2169712550000003E7
BTC-USDT,sell_650,34040.0,0.88,29955.2,1.2191470550000003E7
BTC-USDT,buy_651,33975.0,0.81,27519.75,1.2197232300000003E7
BTC-USDT,sell_651,34035.0,0.16,5445.6,1.2196916150000002E7
BTC-USDT,buy_652,33970.0,0.81,27515.7,1.2224748000000002E7
BTC-USDT,sell_652,34050.0,0.46,15663.0,1.2212579150000002E7
BTC-USDT,buy_653,33990.0,0.1,3399.0,1.2228147000000002E7
BTC-USDT,sell_653,34015.0,0.47,15987.05,1.2228566200000003E7
BTC-USDT,buy_654,33950.0,0.7,23765.0,1.2251912000000002E7
BTC-USDT,sell_654,34050.0,0.48,16344.0,1.2244910200000003E7
BTC-USDT,buy_655,33950.0,0.57,19351.5,1.2271263500000002E7
BTC-USDT,sell_655,34050.0,0.94,32007.0,1.2276917200000003E7
BTC-USDT,buy_656,33970.0,0.69,23439.3,1.2294702800000003E7
BTC-USDT,sell_656,34025.0,0.33,11228.25,1.2288145450000003E7
BTC-USDT,buy_657,33960.0,0.21,7131.599999999999,1.2301834400000002E7
BTC-USDT,sell_657,34035.0,0.65,22122.75,1.2310268200000003E7
BTC-USDT,buy_658,33975.0,0.42,14269.5,1.2316103900000002E7
BTC-USDT,sell_658,34035.0,0.35,11912.25,1.2322180450000003E7
BTC-USDT,buy_659,33960.0,0.26,8829.6,1.2324933500000002E7
BTC-USDT,sell_659,34030.0,0.33,11229.9,1.2333410350000003E7
BTC-USDT,buy_660,33985.0,0.74,25148.9,1.2350082400000002E7
BTC-USDT,sell_660,34030.0,0.71,24161.3,1.2357571650000004E7
BTC-USDT,buy_661,33955.0,0.48,16298.4,1.2366380800000003E7
BTC-USDT,sell_661,34035.0,0.34,11571.900000000001,1.2369143550000004E7
BTC-USDT,buy_662,33980.0,0.69,23446.199999999997,1.2389827000000002E7
BTC-USDT,sell_662,34010.0,0.49,16664.9,1.2385808450000005E7
BTC-USDT,buy_663,33990.0,0.99,33650.1,1.2423477100000001E7
BTC-USDT,sell_663,34050.0,0.48,16344.0,1.2402152450000005E7
BTC-USDT,buy_664,33960.0,0.48,16300.8,1.2439777900000002E7
BTC-USDT,sell_664,34025.0,0.81,27560.25,1.2429712700000005E7
BTC-USDT,buy_665,33950.0,0.86,29197.0,1.2468974900000002E7
BTC-USDT,sell_665,34030.0,0.3,10209.0,1.2439921700000005E7
BTC-USDT,buy_666,33960.0,0.99,33620.4,1.2502595300000003E7
BTC-USDT,sell_666,34010.0,0.52,17685.2,1.2457606900000004E7
BTC-USDT,buy_667,33985.0,0.56,19031.600000000002,1.2521626900000002E7
BTC-USDT,sell_667,34040.0,0.95,32338.0,1.2489944900000004E7
BTC-USDT,buy_668,33955.0,0.83,28182.649999999998,1.2549809550000003E7
BTC-USDT,sell_668,34050.0,0.73,24856.5,1.2514801400000004E7
BTC-USDT,buy_669,33955.0,0.7,23768.5,1.2573578050000003E7
BTC-USDT,sell_669,34010.0,0.13,4421.3,1.2519222700000005E7
BTC-USDT,buy_670,33960.0,0.96,32601.6,1.2606179650000002E7
BTC-USDT,sell_670,34020.0,0.64,21772.8,1.2540995500000006E7
BTC-USDT,buy_671,33975.0,0.35,11891.25,1.2618070900000002E7
BTC-USDT,sell_671,34015.0,0.94,31974.1,1.2572969600000005E7
BTC-USDT,buy_672,33970.0,0.94,31931.8,1.2650002700000003E7
